,year,age,education,religion,happy,political_view,degree_obtained,political_view_id
70229,2022,,14.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
70230,2022,51.0,12.0,Protestant,Not Happy,Conservative,High School,6.0
70231,2022,27.0,12.0,Catholic,Moderately Happy,Unknown,High School,
70232,2022,21.0,6.0,None,Moderately Happy,Moderate,Less Than High School,4.0
70233,2022,60.0,12.0,Catholic,Not Happy,Moderate,High School,4.0
70234,2022,67.0,13.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
70235,2022,44.0,20.0,None,Moderately Happy,Liberal,Graduate,2.0
70236,2022,33.0,15.0,None,Not Happy,Slightly Conservative,High School,5.0
70237,2022,60.0,16.0,Catholic,Moderately Happy,Conservative,High School,6.0
70238,2022,39.0,17.0,None,Moderately Happy,Moderate,Bachelor's,4.0
70239,2022,32.0,14.0,Other,Not Happy,Moderate,High School,4.0
70240,2022,24.0,13.0,None,Not Happy,Unknown,High School,
70241,2022,31.0,16.0,None,Not Happy,Extremely Liberal,Bachelor's,1.0
70242,2022,44.0,16.0,Other,Moderately Happy,Moderate,Bachelor's,4.0
70243,2022,27.0,16.0,None,Not Happy,Extremely Liberal,Associate/Junior College,1.0
70244,2022,45.0,15.0,None,Moderately Happy,Moderate,Bachelor's,4.0
70245,2022,73.0,17.0,Other,Very Happy,Slightly Conservative,Bachelor's,5.0
70246,2022,67.0,13.0,None,Very Happy,Liberal,High School,2.0
70247,2022,,19.0,Protestant,Moderately Happy,Conservative,Graduate,6.0
70248,2022,79.0,16.0,None,Moderately Happy,Moderate,Bachelor's,4.0
70249,2022,47.0,9.0,None,Very Happy,Moderate,Less Than High School,4.0
70250,2022,35.0,12.0,Other,Very Happy,Moderate,High School,4.0
70251,2022,56.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70252,2022,32.0,16.0,Protestant,Very Happy,Conservative,Bachelor's,6.0
70253,2022,32.0,14.0,Other,Moderately Happy,Moderate,Associate/Junior College,4.0
70254,2022,64.0,16.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70255,2022,29.0,16.0,None,Not Happy,Slightly Liberal,Bachelor's,3.0
70256,2022,30.0,16.0,None,Moderately Happy,Liberal,Bachelor's,2.0
70257,2022,74.0,16.0,Protestant,Very Happy,Conservative,Graduate,6.0
70258,2022,33.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
70259,2022,59.0,16.0,None,Very Happy,Slightly Liberal,Bachelor's,3.0
70260,2022,76.0,20.0,Unknown,Moderately Happy,Slightly Conservative,Graduate,5.0
70261,2022,50.0,7.0,None,Not Happy,Unknown,Less Than High School,
70262,2022,60.0,16.0,Protestant,Not Happy,Slightly Liberal,Bachelor's,3.0
70263,2022,66.0,12.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
70264,2022,78.0,19.0,None,Very Happy,Liberal,Graduate,2.0
70265,2022,60.0,16.0,Protestant,Very Happy,Unknown,Associate/Junior College,
70266,2022,24.0,12.0,Protestant,Moderately Happy,Unknown,High School,
70267,2022,63.0,17.0,Protestant,Moderately Happy,Liberal,Bachelor's,2.0
70268,2022,54.0,12.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
70269,2022,61.0,13.0,None,Very Happy,Conservative,High School,6.0
70270,2022,40.0,14.0,Unknown,Moderately Happy,Conservative,Associate/Junior College,6.0
70271,2022,79.0,12.0,Protestant,Very Happy,Liberal,High School,2.0
70272,2022,53.0,16.0,None,Moderately Happy,Extremely Liberal,High School,1.0
70273,2022,66.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
70274,2022,61.0,12.0,Catholic,Not Happy,Unknown,High School,
70275,2022,62.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
70276,2022,62.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
70277,2022,61.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
70278,2022,58.0,16.0,None,Moderately Happy,Moderate,Bachelor's,4.0
70279,2022,46.0,15.0,Catholic,Moderately Happy,Moderate,High School,4.0
70280,2022,36.0,12.0,None,Very Happy,Liberal,High School,2.0
70281,2022,30.0,12.0,Other,Not Happy,Moderate,High School,4.0
70282,2022,65.0,14.0,Unknown,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
70283,2022,63.0,16.0,Unknown,Very Happy,Slightly Liberal,Bachelor's,3.0
70284,2022,61.0,20.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
70285,2022,63.0,12.0,Catholic,Moderately Happy,Extremely Conservative,High School,7.0
70286,2022,44.0,12.0,None,Moderately Happy,Moderate,High School,4.0
70287,2022,73.0,16.0,Catholic,Not Happy,Extremely Liberal,Bachelor's,1.0
70288,2022,60.0,8.0,Protestant,Very Happy,Conservative,Less Than High School,6.0
70289,2022,70.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70290,2022,36.0,14.0,None,Very Happy,Moderate,High School,4.0
70291,2022,44.0,10.0,None,Not Happy,Moderate,Less Than High School,4.0
70292,2022,29.0,9.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
70293,2022,24.0,16.0,None,Very Happy,Extremely Liberal,Bachelor's,1.0
70294,2022,60.0,14.0,None,Not Happy,Moderate,Associate/Junior College,4.0
70295,2022,60.0,15.0,Christian,Not Happy,Slightly Liberal,Bachelor's,3.0
70296,2022,22.0,12.0,Other,Not Happy,Moderate,High School,4.0
70297,2022,38.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70298,2022,67.0,20.0,Protestant,Moderately Happy,Slightly Conservative,Graduate,5.0
70299,2022,56.0,16.0,Unknown,Unknown,Moderate,Bachelor's,4.0
70300,2022,49.0,13.0,None,Moderately Happy,Liberal,High School,2.0
70301,2022,33.0,13.0,None,Moderately Happy,Extremely Liberal,Associate/Junior College,1.0
70302,2022,68.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70303,2022,56.0,13.0,None,Moderately Happy,Slightly Conservative,High School,5.0
70304,2022,36.0,14.0,Protestant,Not Happy,Slightly Liberal,Associate/Junior College,3.0
70305,2022,43.0,13.0,Catholic,Not Happy,Moderate,High School,4.0
70306,2022,31.0,15.0,Catholic,Not Happy,Moderate,High School,4.0
70307,2022,33.0,11.0,Catholic,Moderately Happy,Slightly Liberal,Less Than High School,3.0
70308,2022,55.0,11.0,None,Not Happy,Liberal,Less Than High School,2.0
70309,2022,48.0,13.0,Hinduism,Very Happy,Extremely Conservative,High School,7.0
70310,2022,33.0,17.0,Protestant,Not Happy,Moderate,High School,4.0
70311,2022,27.0,12.0,Unknown,Moderately Happy,Unknown,High School,
70312,2022,37.0,11.0,Christian,Moderately Happy,Conservative,High School,6.0
70313,2022,72.0,12.0,None,Very Happy,Liberal,High School,2.0
70314,2022,23.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70315,2022,68.0,12.0,Protestant,Moderately Happy,Liberal,High School,2.0
70316,2022,28.0,10.0,None,Moderately Happy,Liberal,High School,2.0
70317,2022,36.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70318,2022,60.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
70319,2022,49.0,12.0,Catholic,Moderately Happy,Liberal,High School,2.0
70320,2022,33.0,13.0,None,Not Happy,Slightly Conservative,High School,5.0
70321,2022,77.0,11.0,Protestant,Not Happy,Conservative,Less Than High School,6.0
70322,2022,48.0,16.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
70323,2022,77.0,14.0,Protestant,Very Happy,Conservative,High School,6.0
70324,2022,84.0,12.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
70325,2022,68.0,18.0,Catholic,Very Happy,Moderate,Graduate,4.0
70326,2022,39.0,12.0,Christian,Moderately Happy,Extremely Conservative,High School,7.0
70327,2022,51.0,15.0,Catholic,Moderately Happy,Moderate,Associate/Junior College,4.0
70328,2022,33.0,14.0,Protestant,Moderately Happy,Conservative,Associate/Junior College,6.0
70329,2022,23.0,12.0,Other,Moderately Happy,Conservative,High School,6.0
70330,2022,,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70331,2022,67.0,15.0,Protestant,Not Happy,Slightly Conservative,High School,5.0
70332,2022,57.0,12.0,Unknown,Not Happy,Unknown,High School,
70333,2022,89.0,9.0,Catholic,Moderately Happy,Slightly Liberal,Less Than High School,3.0
70334,2022,56.0,20.0,Protestant,Very Happy,Moderate,Graduate,4.0
70335,2022,70.0,14.0,Protestant,Very Happy,Conservative,High School,6.0
70336,2022,26.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70337,2022,65.0,13.0,Catholic,Moderately Happy,Extremely Conservative,High School,7.0
70338,2022,34.0,14.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
70339,2022,79.0,18.0,Other Eastern Religions,Very Happy,Conservative,Graduate,6.0
70340,2022,57.0,12.0,Catholic,Very Happy,Extremely Liberal,High School,1.0
70341,2022,63.0,16.0,None,Moderately Happy,Liberal,Bachelor's,2.0
70342,2022,84.0,16.0,Catholic,Moderately Happy,Conservative,Bachelor's,6.0
70343,2022,84.0,14.0,Unknown,Moderately Happy,Slightly Conservative,High School,5.0
70344,2022,79.0,16.0,Catholic,Very Happy,Slightly Conservative,Bachelor's,5.0
70345,2022,64.0,12.0,Catholic,Moderately Happy,Liberal,High School,2.0
70346,2022,79.0,14.0,Protestant,Moderately Happy,Conservative,High School,6.0
70347,2022,80.0,14.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
70348,2022,52.0,16.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
70349,2022,44.0,14.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
70350,2022,,13.0,None,Moderately Happy,Moderate,High School,4.0
70351,2022,54.0,12.0,Catholic,Not Happy,Slightly Conservative,High School,5.0
70352,2022,45.0,20.0,None,Very Happy,Extremely Liberal,Graduate,1.0
70353,2022,34.0,16.0,Protestant,Very Happy,Moderate,Graduate,4.0
70354,2022,61.0,16.0,Protestant,Very Happy,Extremely Conservative,Bachelor's,7.0
70355,2022,,16.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70356,2022,40.0,17.0,Protestant,Very Happy,Moderate,Graduate,4.0
70357,2022,37.0,19.0,None,Very Happy,Liberal,Graduate,2.0
70358,2022,84.0,19.0,None,Moderately Happy,Slightly Conservative,Graduate,5.0
70359,2022,47.0,12.0,Unknown,Moderately Happy,Extremely Liberal,High School,1.0
70360,2022,,12.0,Protestant,Moderately Happy,Extremely Liberal,High School,1.0
70361,2022,35.0,16.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
70362,2022,56.0,20.0,Protestant,Very Happy,Extremely Conservative,Graduate,7.0
70363,2022,52.0,11.0,None,Moderately Happy,Conservative,Less Than High School,6.0
70364,2022,26.0,12.0,Protestant,Moderately Happy,Unknown,Less Than High School,
70365,2022,70.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70366,2022,27.0,11.0,Christian,Moderately Happy,Moderate,Less Than High School,4.0
70367,2022,80.0,5.0,Hinduism,Not Happy,Moderate,Less Than High School,4.0
70368,2022,66.0,17.0,Hinduism,Very Happy,Liberal,Graduate,2.0
70369,2022,72.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
70370,2022,,12.0,None,Moderately Happy,Liberal,High School,2.0
70371,2022,29.0,15.0,None,Very Happy,Extremely Liberal,High School,1.0
70372,2022,39.0,19.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70373,2022,34.0,16.0,None,Moderately Happy,Liberal,Bachelor's,2.0
70374,2022,39.0,16.0,Protestant,Moderately Happy,Moderate,High School,4.0
70375,2022,27.0,17.0,None,Moderately Happy,Moderate,High School,4.0
70376,2022,50.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70377,2022,25.0,12.0,None,Moderately Happy,Moderate,High School,4.0
70378,2022,43.0,14.0,None,Moderately Happy,Moderate,Associate/Junior College,4.0
70379,2022,29.0,18.0,None,Not Happy,Liberal,Graduate,2.0
70380,2022,39.0,16.0,None,Not Happy,Liberal,Bachelor's,2.0
70381,2022,29.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
70382,2022,32.0,12.0,Christian,Moderately Happy,Conservative,High School,6.0
70383,2022,51.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70384,2022,39.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
70385,2022,55.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
70386,2022,32.0,14.0,Islam,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
70387,2022,,17.0,None,Moderately Happy,Moderate,Bachelor's,4.0
70388,2022,,12.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
70389,2022,41.0,12.0,None,Moderately Happy,Moderate,High School,4.0
70390,2022,34.0,18.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70391,2022,,13.0,None,Moderately Happy,Moderate,High School,4.0
70392,2022,48.0,16.0,None,Not Happy,Liberal,Bachelor's,2.0
70393,2022,20.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70394,2022,57.0,13.0,Protestant,Moderately Happy,Conservative,High School,6.0
70395,2022,28.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70396,2022,,16.0,Catholic,Moderately Happy,Slightly Conservative,Bachelor's,5.0
70397,2022,31.0,16.0,Protestant,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
70398,2022,81.0,18.0,None,Not Happy,Extremely Liberal,Bachelor's,1.0
70399,2022,53.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
70400,2022,40.0,14.0,Protestant,Not Happy,Slightly Liberal,High School,3.0
70401,2022,26.0,13.0,None,Very Happy,Liberal,High School,2.0
70402,2022,,18.0,Catholic,Very Happy,Slightly Liberal,Associate/Junior College,3.0
70403,2022,35.0,16.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70404,2022,50.0,14.0,None,Moderately Happy,Liberal,Associate/Junior College,2.0
70405,2022,21.0,14.0,Catholic,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
70406,2022,38.0,13.0,Catholic,Moderately Happy,Conservative,High School,6.0
70407,2022,73.0,20.0,Protestant,Not Happy,Slightly Liberal,Graduate,3.0
70408,2022,56.0,12.0,None,Very Happy,Moderate,High School,4.0
70409,2022,38.0,18.0,None,Moderately Happy,Slightly Liberal,Graduate,3.0
70410,2022,48.0,15.0,None,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
70411,2022,49.0,14.0,Catholic,Very Happy,Conservative,High School,6.0
70412,2022,70.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
70413,2022,32.0,14.0,None,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
70414,2022,60.0,16.0,Unknown,Not Happy,Moderate,Bachelor's,4.0
70415,2022,66.0,20.0,Catholic,Not Happy,Moderate,Associate/Junior College,4.0
70416,2022,37.0,17.0,None,Moderately Happy,Extremely Liberal,Bachelor's,1.0
70417,2022,73.0,12.0,Catholic,Moderately Happy,Liberal,High School,2.0
70418,2022,32.0,12.0,None,Very Happy,Moderate,High School,4.0
70419,2022,31.0,14.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
70420,2022,53.0,14.0,None,Moderately Happy,Moderate,Associate/Junior College,4.0
70421,2022,70.0,14.0,Catholic,Moderately Happy,Moderate,Associate/Junior College,4.0
70422,2022,42.0,13.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
70423,2022,54.0,16.0,Catholic,Not Happy,Slightly Conservative,Graduate,5.0
70424,2022,,19.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
70425,2022,59.0,13.0,Protestant,Very Happy,Conservative,High School,6.0
70426,2022,34.0,14.0,Catholic,Very Happy,Liberal,High School,2.0
70427,2022,18.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70428,2022,26.0,17.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70429,2022,22.0,15.0,None,Moderately Happy,Moderate,High School,4.0
70430,2022,60.0,15.0,None,Moderately Happy,Moderate,Associate/Junior College,4.0
70431,2022,,13.0,None,Moderately Happy,Moderate,High School,4.0
70432,2022,,5.0,Protestant,Moderately Happy,Unknown,Less Than High School,
70433,2022,,12.0,None,Not Happy,Moderate,High School,4.0
70434,2022,69.0,15.0,None,Moderately Happy,Moderate,High School,4.0
70435,2022,66.0,14.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
70436,2022,,14.0,Protestant,Not Happy,Liberal,Associate/Junior College,2.0
70437,2022,89.0,20.0,Other,Moderately Happy,Liberal,Graduate,2.0
70438,2022,62.0,14.0,None,Moderately Happy,Moderate,High School,4.0
70439,2022,21.0,14.0,Catholic,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
70440,2022,21.0,15.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
70441,2022,,12.0,Unknown,Very Happy,Extremely Conservative,High School,7.0
70442,2022,26.0,20.0,Protestant,Not Happy,Extremely Liberal,Graduate,1.0
70443,2022,49.0,14.0,Christian,Moderately Happy,Conservative,Associate/Junior College,6.0
70444,2022,22.0,13.0,None,Moderately Happy,Liberal,High School,2.0
70445,2022,35.0,14.0,None,Moderately Happy,Liberal,High School,2.0
70446,2022,,12.0,Catholic,Very Happy,Extremely Conservative,High School,7.0
70447,2022,51.0,17.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
70448,2022,19.0,13.0,None,Moderately Happy,Liberal,Associate/Junior College,2.0
70449,2022,37.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70450,2022,23.0,,None,Moderately Happy,Liberal,Less Than High School,2.0
70451,2022,72.0,16.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
70452,2022,28.0,12.0,None,Moderately Happy,Moderate,High School,4.0
70453,2022,55.0,20.0,Catholic,Moderately Happy,Extremely Conservative,Graduate,7.0
70454,2022,27.0,17.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
70455,2022,57.0,14.0,Protestant,Moderately Happy,Liberal,High School,2.0
70456,2022,49.0,16.0,Protestant,Very Happy,Extremely Conservative,Bachelor's,7.0
70457,2022,72.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70458,2022,75.0,12.0,None,Moderately Happy,Moderate,High School,4.0
70459,2022,52.0,12.0,None,Moderately Happy,Slightly Liberal,High School,3.0
70460,2022,35.0,14.0,None,Moderately Happy,Moderate,High School,4.0
70461,2022,51.0,20.0,Catholic,Moderately Happy,Slightly Conservative,Graduate,5.0
70462,2022,31.0,18.0,None,Very Happy,Extremely Liberal,Bachelor's,1.0
70463,2022,57.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
70464,2022,29.0,18.0,Protestant,Very Happy,Slightly Liberal,Graduate,3.0
70465,2022,26.0,12.0,Protestant,Not Happy,Liberal,High School,2.0
70466,2022,,16.0,None,Moderately Happy,Slightly Conservative,High School,5.0
70467,2022,21.0,12.0,Christian,Moderately Happy,Moderate,High School,4.0
70468,2022,65.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
70469,2022,76.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70470,2022,33.0,10.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
70471,2022,,2.0,Hinduism,Unknown,Slightly Liberal,Less Than High School,3.0
70472,2022,30.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70473,2022,45.0,14.0,None,Moderately Happy,Moderate,High School,4.0
70474,2022,71.0,16.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
70475,2022,66.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70476,2022,67.0,12.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
70477,2022,42.0,19.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
70478,2022,73.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
70479,2022,44.0,18.0,Protestant,Moderately Happy,Slightly Liberal,Graduate,3.0
70480,2022,63.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
70481,2022,51.0,14.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
70482,2022,34.0,11.0,Protestant,Moderately Happy,Extremely Liberal,Less Than High School,1.0
70483,2022,67.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70484,2022,26.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
70485,2022,30.0,14.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
70486,2022,38.0,18.0,Protestant,Not Happy,Conservative,Bachelor's,6.0
70487,2022,62.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70488,2022,30.0,16.0,Protestant,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70489,2022,46.0,18.0,Protestant,Moderately Happy,Conservative,Graduate,6.0
70490,2022,45.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
70491,2022,42.0,20.0,None,Moderately Happy,Moderate,Graduate,4.0
70492,2022,,14.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
70493,2022,55.0,16.0,Catholic,Very Happy,Extremely Liberal,Bachelor's,1.0
70494,2022,22.0,15.0,Catholic,Not Happy,Slightly Liberal,High School,3.0
70495,2022,31.0,18.0,Protestant,Very Happy,Slightly Conservative,Graduate,5.0
70496,2022,36.0,18.0,None,Moderately Happy,Moderate,Graduate,4.0
70497,2022,,19.0,Protestant,Very Happy,Moderate,Graduate,4.0
70498,2022,51.0,15.0,Catholic,Very Happy,Moderate,Bachelor's,4.0
70499,2022,32.0,16.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
70500,2022,50.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
70501,2022,41.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
70502,2022,49.0,18.0,Protestant,Moderately Happy,Liberal,Graduate,2.0
70503,2022,47.0,18.0,Christian,Moderately Happy,Moderate,Bachelor's,4.0
70504,2022,40.0,14.0,None,Moderately Happy,Extremely Liberal,High School,1.0
70505,2022,34.0,9.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
70506,2022,56.0,15.0,Protestant,Very Happy,Conservative,High School,6.0
70507,2022,54.0,15.0,None,Moderately Happy,Liberal,Associate/Junior College,2.0
70508,2022,34.0,16.0,Protestant,Not Happy,Moderate,Bachelor's,4.0
70509,2022,70.0,14.0,None,Not Happy,Extremely Liberal,Associate/Junior College,1.0
70510,2022,76.0,12.0,Protestant,Not Happy,Unknown,High School,
70511,2022,,16.0,Christian,Not Happy,Conservative,Bachelor's,6.0
70512,2022,51.0,12.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
70513,2022,59.0,14.0,Christian,Moderately Happy,Moderate,Associate/Junior College,4.0
70514,2022,55.0,16.0,Protestant,Not Happy,Slightly Conservative,Bachelor's,5.0
70515,2022,76.0,15.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
70516,2022,77.0,12.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
70517,2022,41.0,14.0,Protestant,Moderately Happy,Conservative,High School,6.0
70518,2022,47.0,12.0,Protestant,Not Happy,Unknown,High School,
70519,2022,63.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70520,2022,80.0,12.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
70521,2022,35.0,8.0,None,Not Happy,Extremely Conservative,Less Than High School,7.0
70522,2022,37.0,13.0,Protestant,Very Happy,Conservative,High School,6.0
70523,2022,22.0,12.0,None,Moderately Happy,Liberal,High School,2.0
70524,2022,60.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70525,2022,37.0,7.0,None,Not Happy,Moderate,Less Than High School,4.0
70526,2022,32.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70527,2022,57.0,14.0,Catholic,Not Happy,Moderate,High School,4.0
70528,2022,36.0,12.0,None,Not Happy,Slightly Conservative,High School,5.0
70529,2022,28.0,12.0,None,Very Happy,Conservative,High School,6.0
70530,2022,66.0,12.0,Protestant,Not Happy,Conservative,High School,6.0
70531,2022,48.0,12.0,Christian,Very Happy,Moderate,High School,4.0
70532,2022,23.0,6.0,None,Not Happy,Extremely Liberal,Less Than High School,1.0
70533,2022,36.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
70534,2022,77.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
70535,2022,67.0,11.0,Protestant,Moderately Happy,Slightly Conservative,Less Than High School,5.0
70536,2022,28.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70537,2022,21.0,12.0,Catholic,Very Happy,Moderate,Less Than High School,4.0
70538,2022,79.0,12.0,Catholic,Very Happy,Conservative,High School,6.0
70539,2022,35.0,16.0,None,Not Happy,Liberal,Bachelor's,2.0
70540,2022,23.0,14.0,Catholic,Moderately Happy,Moderate,Associate/Junior College,4.0
70541,2022,64.0,12.0,Catholic,Moderately Happy,Extremely Conservative,High School,7.0
70542,2022,74.0,12.0,Protestant,Not Happy,Conservative,High School,6.0
70543,2022,65.0,14.0,Catholic,Not Happy,Moderate,Associate/Junior College,4.0
70544,2022,60.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
70545,2022,78.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
70546,2022,50.0,8.0,Catholic,Very Happy,Conservative,Less Than High School,6.0
70547,2022,30.0,14.0,None,Moderately Happy,Unknown,Associate/Junior College,
70548,2022,34.0,12.0,None,Moderately Happy,Slightly Liberal,High School,3.0
70549,2022,42.0,19.0,None,Not Happy,Liberal,Graduate,2.0
70550,2022,43.0,14.0,None,Very Happy,Extremely Liberal,Associate/Junior College,1.0
70551,2022,32.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
70552,2022,56.0,14.0,Protestant,Moderately Happy,Liberal,High School,2.0
70553,2022,24.0,13.0,None,Moderately Happy,Moderate,High School,4.0
70554,2022,39.0,12.0,Protestant,Not Happy,Liberal,High School,2.0
70555,2022,40.0,9.0,Protestant,Moderately Happy,Extremely Conservative,Less Than High School,7.0
70556,2022,60.0,15.0,Protestant,Moderately Happy,Moderate,Associate/Junior College,4.0
70557,2022,31.0,13.0,Protestant,Moderately Happy,Conservative,Graduate,6.0
70558,2022,54.0,16.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
70559,2022,29.0,14.0,Catholic,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
70560,2022,81.0,16.0,Catholic,Moderately Happy,Slightly Conservative,Graduate,5.0
70561,2022,59.0,18.0,Unknown,Moderately Happy,Extremely Conservative,Graduate,7.0
70562,2022,37.0,14.0,None,Not Happy,Moderate,Associate/Junior College,4.0
70563,2022,30.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
70564,2022,72.0,20.0,Protestant,Not Happy,Liberal,Graduate,2.0
70565,2022,65.0,13.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
70566,2022,42.0,16.0,None,Moderately Happy,Moderate,Bachelor's,4.0
70567,2022,48.0,12.0,Unknown,Moderately Happy,Unknown,High School,
70568,2022,72.0,11.0,Catholic,Very Happy,Moderate,High School,4.0
70569,2022,,14.0,None,Very Happy,Liberal,High School,2.0
70570,2022,55.0,15.0,Christian,Moderately Happy,Slightly Liberal,High School,3.0
70571,2022,36.0,13.0,Protestant,Not Happy,Conservative,High School,6.0
70572,2022,,15.0,None,Moderately Happy,Extremely Liberal,High School,1.0
70573,2022,58.0,10.0,None,Moderately Happy,Moderate,High School,4.0
70574,2022,64.0,14.0,Orthodox-Christian,Moderately Happy,Extremely Liberal,Associate/Junior College,1.0
70575,2022,50.0,8.0,Protestant,Very Happy,Extremely Liberal,Less Than High School,1.0
70576,2022,66.0,10.0,Catholic,Not Happy,Liberal,Less Than High School,2.0
